bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,yr_built,sqft_above,sqft_basement,view,waterfront,yr_renovated,price
5,2.0,1469,5525,1.5,4,8,1957,861,608,4,0,0,717243
1,3.6,1594,2393,1.5,2,1,2021,1562,32,2,0,0,571163
4,2.6,3695,11030,2.0,1,5,1968,3049,646,4,0,2009,1232087
3,3.3,1904,6279,1.0,2,1,1981,1138,766,2,0,0,636774
6,3.3,3864,11773,1.0,2,6,1978,3587,277,3,0,0,1255407
1,1.1,4790,8163,2.0,4,7,1990,4658,132,0,0,2019,1416485
1,1.4,4482,9162,1.5,2,5,1994,3733,749,4,0,2014,1414255
1,3.0,4823,10252,2.0,1,1,1962,4297,526,4,0,0,1450751
5,1.5,4513,16153,2.0,4,6,1976,3725,788,0,0,0,1398773
4,1.8,3592,9547,1.0,3,5,1968,3467,125,4,0,2018,1189073
5,3.8,4659,12658,1.5,3,6,1975,4315,344,1,0,0,1488594
4,2.7,2574,9877,1.5,4,7,2002,2558,16,0,0,0,863690
5,3.3,784,2424,1.0,3,7,2000,400,384,3,1,0,586213
5,2.7,1687,6320,2.0,2,2,1986,1126,561,2,0,2001,650538
6,2.7,4469,11803,2.0,1,3,1958,3823,646,2,0,0,1374536
3,1.3,3465,6491,1.5,2,6,2001,2836,629,0,0,0,1031812
5,2.0,4819,18431,1.0,4,3,2003,4442,377,1,0,0,1456970
6,1.8,1283,3395,1.0,1,2,1952,466,817,3,0,1994,521554
2,2.2,1449,2831,1.0,4,4,2018,1390,59,2,0,0,535118
3,3.4,4439,10014,2.0,4,5,1957,3803,636,2,0,0,1430763
5,2.1,544,885,1.0,4,9,1963,400,144,1,0,0,382712
1,2.4,2310,6169,2.0,2,3,1952,1683,627,4,0,2019,792072
2,2.2,2581,9376,2.0,1,3,1973,2191,390,0,0,0,785400
2,1.3,3998,15328,2.0,1,6,1962,3063,935,1,1,0,1410702
6,2.3,1329,5092,1.5,1,5,1992,645,684,1,0,2018,551291
2,1.6,2409,4367,2.0,2,6,1978,2223,186,1,0,0,793199
3,1.6,3081,7564,2.0,3,7,2021,2584,497,1,0,0,1021325
5,1.3,1191,1870,2.0,2,3,2000,592,599,4,0,2005,538350
5,2.1,4519,16439,1.5,2,5,1991,3805,714,3,1,0,1577068
1,3.3,1431,3429,1.5,4,8,1980,1071,360,1,0,0,578974
6,1.8,3906,12021,2.0,1,4,2012,3084,822,1,0,0,1234225
1,1.9,647,2126,1.0,1,2,1975,400,247,0,0,0,251025
2,2.9,1532,3944,1.5,3,4,1967,1084,448,2,0,0,623339
1,1.6,1811,4103,2.0,3,2,2006,1118,693,4,0,0,675542
3,3.7,887,3464,1.0,4,3,1956,400,487,1,0,2003,440346
5,2.6,3621,14162,1.0,1,4,1997,2942,679,3,0,0,1198546
2,2.3,2373,5276,1.0,3,4,2009,2193,180,3,0,0,824787
1,2.7,4088,11033,2.0,3,9,1982,3277,811,3,0,0,1346218
6,1.5,1415,5563,1.0,1,6,1952,457,958,0,0,0,579415
3,2.8,2378,3595,2.0,2,9,1953,2249,129,3,0,0,937889
3,2.1,4248,10754,1.0,3,4,1953,3274,974,0,0,0,1290304
1,3.7,777,1360,1.0,1,9,1991,629,148,4,0,0,472466
5,1.5,2477,6868,2.0,3,9,1958,2006,471,3,0,0,906071
1,2.5,2359,3683,1.0,4,6,2000,1542,817,2,0,0,806409
2,2.8,3536,8900,2.0,3,5,1966,2816,720,1,0,0,1119305
1,1.1,3871,7942,1.0,1,3,1966,3249,622,4,0,0,1189450
3,2.1,2682,7598,1.5,3,5,1969,1735,947,2,0,0,910503
1,3.2,1670,6663,1.0,4,3,1963,1171,499,4,0,2007,655977
5,3.5,989,3462,1.0,4,5,1971,400,589,3,0,0,492558
6,1.9,3025,10932,2.0,3,5,2001,2671,354,4,0,0,1090521
4,3.4,1682,5194,2.0,3,2,1976,767,915,4,0,0,692802
1,3.9,4979,7985,1.0,4,9,1992,4769,210,4,0,0,1651868
5,3.6,4758,9596,1.5,4,7,1952,4101,657,0,1,0,1635353
5,1.4,2988,11392,2.0,2,6,1957,2393,595,2,0,0,1027281
6,3.2,2376,5738,1.0,2,5,1959,2347,29,3,0,0,874897
3,2.0,2962,5210,1.0,4,4,1978,1963,999,1,0,0,953671
5,4.0,2130,6935,2.0,3,8,1989,1554,576,3,0,0,893197
5,2.5,787,1769,2.0,1,2,2014,764,23,3,0,0,427395
5,1.4,4782,10387,2.0,3,8,1970,3799,983,0,0,1991,1461992
5,3.2,2407,9615,2.0,3,1,1973,1465,942,0,0,0,786514
2,2.0,1661,6054,2.0,2,1,2009,939,722,4,0,0,641069
2,4.0,629,1584,1.0,2,3,1975,408,221,3,0,0,399882
3,3.9,2863,11310,1.0,2,5,1958,2262,601,2,0,2013,964746
1,3.0,643,2009,1.0,4,6,1969,400,243,0,0,0,303232
5,1.4,515,1727,2.0,4,4,2005,400,115,0,0,0,274988
6,3.1,744,1174,2.0,3,7,1985,400,344,2,0,0,471769
1,1.3,1426,2572,2.0,3,7,1985,502,924,0,0,0,522863
6,1.1,3678,11338,2.0,1,2,1971,3090,588,2,0,0,1159711
1,3.5,2676,10028,2.0,3,2,1950,2097,579,1,0,2009,868979
3,1.6,1386,4240,2.0,3,2,2018,510,876,2,0,0,488960
5,2.1,840,1541,1.0,2,2,1986,440,400,1,0,0,361705
5,3.9,2551,4564,2.0,2,9,2021,1687,864,4,0,0,1023449
4,2.0,3898,14073,1.5,2,5,1962,2998,900,4,0,0,1308327
6,1.9,4450,8224,1.0,2,8,1992,3847,603,0,0,0,1381885
1,3.8,805,2254,2.0,2,5,1986,400,405,2,0,0,443851
1,1.3,1407,2241,2.0,1,5,1974,1320,87,0,0,0,494763
2,3.3,3154,5367,1.0,1,1,1970,2690,464,2,0,2005,988778
4,4.0,4292,13652,1.0,1,6,1990,4243,49,0,0,0,1321336
2,3.7,4542,14638,2.0,2,4,1991,4440,102,4,0,2003,1453866
2,3.0,1871,4403,2.0,4,3,1991,1504,367,4,0,2015,739936
2,1.9,820,1672,2.0,2,6,1951,400,420,0,1,0,510114
6,1.8,4559,16112,1.0,2,2,2017,4068,491,2,0,0,1410619
6,3.5,1631,3331,1.0,1,8,1957,1074,557,3,0,2008,746747
3,3.6,3078,8787,1.0,2,1,2010,2388,690,2,0,0,1004462
3,2.6,4542,17807,1.0,1,9,1963,3764,778,0,1,0,1524060
2,1.7,3867,7229,1.0,2,8,1970,3600,267,2,0,0,1213845
4,1.3,1317,5073,2.0,3,1,1973,921,396,1,0,0,486619
1,1.3,511,1000,1.0,4,9,1999,400,111,2,0,2000,349440
6,3.2,694,2025,1.5,4,2,1994,400,294,4,0,1998,453274
4,2.3,3037,7417,1.0,1,3,2013,2589,448,4,0,2008,1006777
5,3.7,3342,13074,1.0,3,2,2013,2566,776,1,0,0,1034874
6,3.2,2729,5959,2.0,4,8,1975,2254,475,2,0,0,1018574
6,1.6,3509,8769,2.0,1,2,1981,2612,897,3,0,0,1119636
3,2.8,2577,10197,2.0,2,2,2006,1988,589,2,0,0,869884
1,2.3,4367,12407,1.5,2,1,2002,3459,908,4,0,0,1324628
1,2.7,943,2599,1.0,3,7,1982,704,239,4,0,0,489900
5,3.2,797,1709,1.5,4,2,2001,540,257,0,0,2020,320087
5,3.4,1344,4372,1.0,2,5,1967,637,707,4,0,2020,660474
6,3.5,1515,2326,2.0,1,5,1984,544,971,0,0,0,609335
2,1.8,1884,3059,1.0,2,3,1961,941,943,4,0,0,670855
3,1.1,1897,5687,2.0,2,3,2000,1056,841,4,1,0,821768
3,3.2,1053,2478,1.0,4,3,1959,411,642,3,0,0,484388
6,1.3,2850,11067,2.0,4,6,2001,1887,963,0,0,0,962467
4,1.9,1769,6647,2.0,1,4,1983,1380,389,0,0,0,596221
2,1.0,1760,5780,2.0,3,3,2016,1418,342,4,0,1995,664733
6,3.0,684,2425,1.5,3,2,1988,400,284,0,0,0,357256
2,1.5,2910,9219,2.0,2,3,1957,2157,753,4,0,0,956671
2,3.0,4931,8944,2.0,1,4,1978,4545,386,4,1,0,1678406
2,4.0,2709,9248,1.0,3,6,1971,2316,393,2,1,0,1098009
6,1.2,4172,8450,1.0,3,4,2019,3490,682,0,0,0,1250104
3,1.2,2381,5496,2.0,2,8,2010,1723,658,1,0,0,809065
3,2.0,4796,17016,2.0,1,3,1992,4527,269,0,1,2008,1553382
2,3.6,1021,2900,1.0,3,3,1998,873,148,0,0,0,414197
4,1.6,2387,8712,1.0,4,3,1978,2008,379,3,0,0,852844
1,2.1,3052,6203,2.0,4,8,1980,2242,810,1,0,0,1005039
6,1.2,4309,13010,1.0,2,4,2002,4282,27,1,0,0,1276832
1,3.3,4655,7957,1.5,2,1,1983,4507,148,3,0,0,1403549
4,2.2,4916,15277,1.0,2,2,1987,4497,419,3,0,0,1470633
6,3.3,3979,13553,2.0,2,2,2006,3700,279,0,0,0,1174472
2,3.7,1909,5655,1.0,3,3,1953,1728,181,2,0,0,685407
3,1.7,2194,4751,2.0,1,6,1951,2029,165,3,0,0,807538
1,3.4,1026,1619,1.0,2,8,1961,1010,16,1,0,0,504133
5,1.2,3160,5683,2.0,2,1,1984,3011,149,1,0,2013,945142
5,3.7,2672,8164,2.0,3,9,2019,2334,338,0,1,0,1116843
4,3.0,779,2988,1.0,2,1,2021,735,44,2,0,0,339667
2,3.6,3464,6984,1.5,2,2,1970,2963,501,4,0,0,1164299
1,1.0,4477,14942,1.5,1,3,2010,3636,841,3,1,2014,1476602
2,1.5,3169,11617,1.0,4,7,1984,2981,188,3,0,0,1063445
1,2.2,3393,9507,2.0,2,9,1997,2743,650,0,0,0,1070622
4,2.1,2251,7142,1.0,3,3,1964,2191,60,2,0,0,792802
4,1.7,4481,15851,2.0,1,8,2020,4188,293,1,0,1990,1367167
5,2.1,2861,6155,1.0,3,9,1964,2028,833,1,0,0,992890
2,1.4,4927,11047,1.0,1,7,1955,4895,32,4,0,0,1532161
6,2.2,4631,6953,1.0,1,4,2017,4333,298,1,0,2011,1451428
5,3.4,2208,8628,1.5,2,4,1971,1794,414,3,0,0,810017
2,2.4,3186,12087,1.5,2,4,1981,2563,623,4,0,0,1019510
5,1.1,3395,11581,2.0,2,6,1971,2593,802,2,0,0,1148985
6,2.3,3276,5561,1.0,4,4,1976,2728,548,4,0,0,1149352
3,1.1,1619,4239,1.0,4,5,1964,1189,430,2,0,0,598225
3,3.9,3488,6120,2.0,3,9,1993,2994,494,1,0,2011,1177119
3,1.4,4759,7327,2.0,2,7,1958,4660,99,0,0,0,1407402
3,3.1,4743,14420,1.0,4,8,1983,4721,22,4,0,0,1519537
1,3.9,694,2708,2.0,2,5,1964,400,294,4,0,1992,435312
3,3.5,1162,4365,1.0,4,5,2011,739,423,3,1,1995,700315
6,3.1,979,3173,2.0,4,7,1994,493,486,3,0,0,567986
4,3.5,4718,8216,2.0,1,8,2021,3989,729,2,0,0,1491586
4,3.9,1923,4202,2.0,2,9,2007,1835,88,0,0,0,727120
1,2.9,3208,7378,2.0,2,2,1968,3000,208,3,0,0,1021956
3,2.7,3675,12523,1.0,4,3,1965,3405,270,3,0,0,1164751
3,2.9,4314,15123,2.0,2,2,1957,3382,932,1,0,0,1315611
3,2.6,2514,6191,1.5,4,7,1982,1766,748,1,0,0,893872
5,2.9,4289,10914,1.0,2,2,1967,3390,899,3,0,0,1337927
2,2.3,2943,4741,1.5,1,2,1984,2538,405,2,0,0,936882
5,1.7,1411,3136,2.0,2,2,1992,691,720,0,0,0,475030
2,1.4,3713,9758,2.0,1,4,1999,3436,277,3,0,0,1160722
3,1.2,2864,5133,1.0,3,1,1952,1888,976,2,0,0,922006
3,1.8,4129,10872,2.0,2,2,2008,3924,205,2,0,0,1265219
5,1.1,3972,14430,2.0,2,3,1977,3383,589,3,0,0,1262935
5,2.7,1180,3484,1.0,2,7,1995,400,780,2,0,0,548348
2,1.9,1109,1882,1.5,1,1,2013,782,327,4,0,2019,470846
4,3.5,2656,5256,2.0,2,6,2019,2047,609,2,0,0,915690
2,1.2,4366,11728,1.5,2,3,1996,3509,857,3,0,0,1322703
5,1.7,871,2093,1.0,4,3,1963,400,471,2,0,0,428071
6,3.2,1115,2672,2.0,3,4,1956,400,715,3,0,0,557248
5,2.8,2753,7772,2.0,1,4,1980,1772,981,1,0,0,915761
6,1.2,4638,13733,2.0,4,7,2000,4303,335,3,0,0,1490236
1,3.6,1364,4763,2.0,1,3,1978,759,605,2,0,0,514673
5,3.6,1768,4159,1.0,4,8,1964,1177,591,3,0,0,752013
1,2.0,1284,4511,1.0,3,8,1974,1247,37,0,0,1996,494569
4,2.0,4678,10977,2.0,4,7,2010,3759,919,3,1,0,1670620
2,4.0,2737,4484,1.0,1,2,1990,2510,227,3,0,0,900874
6,2.9,4554,13140,2.0,2,5,2018,4072,482,0,0,0,1398356
2,2.6,1435,4261,1.0,2,6,1953,1302,133,0,0,2011,529972
1,3.5,4480,17186,1.5,3,4,2006,3773,707,0,0,2016,1344514
6,1.9,2838,9408,1.0,1,5,1980,1861,977,4,0,0,1014605
2,2.3,825,3130,2.0,1,9,1952,436,389,3,0,0,447591
5,1.8,2034,7669,1.0,1,7,2016,1241,793,0,0,0,756057
3,3.4,3980,11985,1.0,3,2,1999,3368,612,0,0,0,1203210
1,2.7,4361,12295,1.0,2,1,1966,3375,986,1,0,0,1272008
2,3.0,2485,7190,2.0,4,2,2009,2061,424,4,0,0,872687
1,1.8,3278,12934,1.0,3,3,2015,2692,586,3,0,2015,1034177
1,1.7,1770,6076,1.0,4,2,1973,965,805,2,0,0,578580
6,2.5,1140,2012,1.0,2,3,1981,631,509,4,0,2009,547233
6,3.2,4578,15776,2.0,3,9,1968,3859,719,4,0,0,1564922
3,2.6,1867,3596,1.0,2,4,2015,1273,594,1,0,0,654755
5,1.1,4542,11892,1.0,4,9,2009,4116,426,3,0,0,1517409
1,3.6,3075,6230,1.0,1,3,2015,2127,948,3,0,0,1017126
2,1.2,4103,13227,1.5,1,1,1964,3449,654,0,0,0,1174876
4,3.9,2081,7685,2.0,4,5,1984,1608,473,0,0,0,757331
1,1.1,2486,5533,1.5,1,2,2018,1919,567,4,0,2013,830215
1,3.1,2740,4671,2.0,4,4,1976,2380,360,1,0,0,901437
3,1.2,4466,10031,2.0,3,2,1956,3515,951,3,0,0,1323015
5,3.7,2605,8286,1.0,3,2,1955,1807,798,1,0,0,863322
4,2.4,628,1458,2.0,3,3,1982,418,210,2,0,1995,331634
6,1.4,4496,9869,2.0,1,5,2007,3544,952,3,0,0,1406056
6,2.0,1351,2649,2.0,2,4,1998,1173,178,0,0,0,546252
2,1.5,4603,12629,1.5,1,2,1966,3684,919,4,0,0,1383009
4,1.5,2576,5641,1.5,1,2,1991,2519,57,1,0,0,785363
6,3.8,3494,11626,1.5,2,6,2021,3422,72,0,0,1996,1145646
2,2.3,4244,7178,2.0,2,7,1989,4030,214,4,0,0,1388934
5,3.4,3256,10289,1.0,2,6,1995,2357,899,0,0,0,1063645
2,2.9,2144,4489,1.0,2,7,2020,1367,777,3,0,0,844357
6,3.0,4871,13264,1.0,1,1,2019,3913,958,1,0,0,1458587
3,1.4,3644,8072,1.0,4,6,2017,3572,72,2,0,0,1136633
3,1.7,742,2453,1.5,3,3,1950,400,342,0,0,0,333988
3,3.4,4585,17713,1.0,4,1,2001,4315,270,1,0,0,1357866
6,3.9,670,2541,1.0,1,8,1984,400,270,3,0,0,483590
3,1.8,1152,3408,2.0,2,4,2018,799,353,0,0,0,403523
4,1.8,4012,10657,1.5,3,8,1954,3779,233,3,0,0,1339330
5,2.4,1999,7087,2.0,3,4,1966,1681,318,2,0,0,719246
2,4.0,2599,8338,1.0,4,4,2002,2581,18,2,0,0,906122
2,1.8,2658,5206,1.0,1,4,2001,2034,624,4,0,1991,898631
6,2.2,2472,8781,2.0,1,6,1963,1898,574,4,0,0,956191
3,3.7,4425,11382,2.0,1,9,1978,4054,371,4,0,0,1462420
3,1.0,2758,5440,1.0,3,5,1957,2575,183,3,0,0,903400
1,1.1,4539,10006,2.0,4,8,1950,4263,276,4,0,2008,1451734
5,2.8,2535,5497,2.0,3,8,1978,1862,673,1,0,2007,921786
4,3.7,3771,10551,2.0,3,4,1985,3017,754,3,0,0,1226931
2,1.7,1357,2830,1.5,2,9,2000,1213,144,3,0,0,614548
1,2.4,4323,7819,1.0,4,9,1986,3666,657,4,0,0,1446252
1,2.4,1549,2802,2.0,2,5,2018,1469,80,4,0,0,616431
6,2.4,4490,13282,2.0,1,6,2002,4169,321,3,0,0,1459171
2,2.9,798,2662,1.0,3,5,2001,400,398,2,0,0,418981
6,2.4,1423,3278,2.0,4,3,1961,591,832,2,0,1995,591622
4,2.3,4732,7507,1.0,1,8,2001,4690,42,4,0,0,1537110
1,2.4,4806,8737,1.5,4,9,1950,4494,312,2,0,0,1482711
1,2.8,3299,12492,1.0,3,4,1956,2394,905,1,0,0,1031876
5,2.6,4562,12471,2.0,4,9,1966,4270,292,1,0,0,1469388
4,3.6,4545,11971,1.0,1,9,1992,3858,687,1,0,1995,1448667
1,1.1,2302,3671,2.0,2,7,2020,1415,887,3,0,0,863446
4,3.5,3213,10672,1.5,3,8,1966,3145,68,3,0,0,1138680
2,3.5,3353,9456,2.0,2,3,2008,3298,55,3,0,0,1105404
3,1.9,3157,6330,2.0,3,5,1952,2527,630,3,0,0,1087721
1,2.4,3846,6827,2.0,1,3,1978,3643,203,3,0,0,1197264
5,2.3,1971,4845,2.0,3,7,1971,1552,419,4,0,2011,808016
2,1.7,3449,12391,1.0,2,6,1987,2523,926,2,0,0,1108385
4,2.2,1441,5278,1.0,3,3,2003,875,566,4,0,0,600554
6,1.1,2407,7238,1.0,1,9,1999,1858,549,2,0,2008,909992
2,1.8,1743,5784,1.0,3,1,2018,1501,242,4,0,0,654660
1,3.5,4923,8801,2.0,2,3,1979,4723,200,1,0,0,1438205
4,1.9,1966,5839,1.0,1,7,1972,1219,747,0,0,0,662078
3,3.5,4457,14117,1.5,2,3,1996,3984,473,3,0,0,1400937
2,2.6,2466,4936,1.5,3,3,1970,1940,526,0,0,2010,781266
1,3.6,875,3237,1.5,4,2,1969,400,475,0,0,0,327216
5,2.7,762,1514,1.5,2,9,1972,686,76,1,0,0,463350
6,1.1,4862,11103,2.0,3,4,2017,3878,984,0,0,0,1458549
4,3.0,3888,11863,1.0,4,6,1970,3411,477,0,0,0,1223202
2,1.1,3895,12058,1.0,4,2,1970,3075,820,1,0,0,1161884
2,2.4,2444,7939,2.0,1,9,1950,2005,439,2,0,0,863526
3,3.8,2393,4259,2.0,4,7,1964,2131,262,4,0,0,923163
3,1.5,4134,14980,1.5,2,5,1966,3950,184,0,0,0,1225933
5,2.2,2152,6094,2.0,2,7,2000,2098,54,3,0,0,826173
6,3.2,4641,12430,1.5,4,4,2012,4334,307,1,0,0,1454163
5,3.6,4392,17360,1.5,3,7,1963,3877,515,0,0,0,1396178
1,3.0,1099,3682,1.0,2,2,2008,801,298,2,0,0,424462
1,1.8,2412,4329,1.5,2,7,1999,1861,551,2,0,0,815476
5,3.0,1792,6077,2.0,1,4,1983,1563,229,3,0,0,731460
6,1.9,1100,1911,1.0,3,4,1955,724,376,0,0,0,431657
5,3.2,880,1380,1.0,4,1,1998,595,285,3,0,0,440726
6,3.9,4713,11825,2.0,3,3,1955,4576,137,2,0,0,1465521
6,3.2,4137,16481,1.0,1,5,2018,3660,477,2,0,0,1316586
4,3.6,2663,5158,1.0,1,5,1956,2049,614,4,0,2002,943287
6,1.0,4855,15446,2.0,3,2,2000,4849,6,2,0,0,1493531
3,3.2,1598,3089,1.0,1,4,1950,923,675,1,0,2007,608148
6,3.5,865,2864,2.0,1,1,1962,447,418,4,0,0,458818
6,1.1,3070,8483,1.0,1,9,1992,2599,471,3,0,2002,1096141
6,3.6,3919,12540,2.0,3,1,1976,2985,934,2,0,0,1217880
1,1.8,2976,5973,1.5,1,6,2020,2557,419,1,0,0,952880
3,3.0,1290,4339,2.0,4,7,1952,414,876,4,0,1992,619518
3,3.4,4069,16231,1.0,4,3,2007,3794,275,1,0,0,1273736
5,3.0,1246,3942,2.0,2,1,1966,686,560,4,0,0,573746
4,1.3,812,2219,1.5,4,7,1994,400,412,4,0,0,483588
6,2.8,1420,5407,1.5,2,3,2007,850,570,4,1,0,778520
2,2.6,1577,2427,1.5,3,6,2005,835,742,3,0,0,654221
4,3.7,3329,11068,2.0,1,6,2003,2641,688,4,0,0,1153106
4,2.2,2881,10722,2.0,4,4,1978,2792,89,4,0,0,1043742
3,2.0,4118,6811,1.0,2,6,2003,3837,281,1,0,0,1273503
4,3.2,1297,3404,1.0,3,4,1976,750,547,4,1,2021,772343
6,2.2,4943,9944,2.0,2,8,1994,4773,170,3,0,0,1552239
6,2.9,772,2251,1.0,1,9,1980,400,372,1,0,0,454610
1,2.9,3510,10964,2.0,4,2,1985,2516,994,4,0,0,1149560
6,3.7,2273,5129,2.0,3,7,2010,1463,810,1,0,2003,858390
6,2.8,3047,8074,2.0,2,9,1986,2693,354,3,0,0,1119729
3,2.5,3664,8054,1.0,3,9,2016,3461,203,1,0,2006,1189028
6,1.4,1446,3504,1.0,2,5,1985,1158,288,3,0,0,662728
1,1.3,3165,6009,2.0,2,1,1954,2298,867,2,0,0,961946
2,1.5,1006,3736,2.0,1,6,1995,545,461,4,0,0,504811
3,1.5,743,1133,2.0,1,8,2001,400,343,3,0,0,460327
2,2.9,1005,3724,1.0,2,1,1998,400,605,4,0,0,448915
3,3.2,3658,10715,1.0,4,2,1955,3486,172,3,0,0,1149603
5,2.6,4090,9526,1.0,3,1,1959,3790,300,0,0,0,1227099
4,3.5,2372,7845,2.0,3,5,1972,1773,599,0,0,0,806051
5,4.0,4293,11888,1.0,1,2,1966,3383,910,0,0,0,1313020
6,3.5,1692,4649,1.0,4,4,1993,830,862,3,0,0,738297
2,3.1,4925,8743,1.0,2,1,1990,4397,528,4,0,0,1456504
6,2.6,1964,4858,1.0,1,7,1964,1825,139,0,0,0,718437
4,2.3,890,1871,2.0,2,8,1993,400,490,4,0,0,554122
3,1.3,4976,7659,1.5,2,5,2007,4699,277,3,0,1992,1491380
4,2.2,3877,9305,1.0,1,2,1999,3215,662,4,0,0,1245774
1,3.7,1172,2021,1.0,4,8,2001,662,510,4,0,0,613554
4,3.4,3060,6554,1.0,3,1,2019,2715,345,0,0,0,936632
1,1.6,1711,2962,1.0,1,7,2017,866,845,1,0,0,608926
4,2.4,1429,2504,1.0,4,1,2012,1290,139,2,0,0,569037
1,3.5,2039,4072,2.0,2,6,2007,1926,113,3,0,0,746495
2,1.2,1412,5647,1.0,1,6,1972,833,579,3,0,0,589184
6,2.2,1143,1720,1.0,3,5,1993,637,506,3,0,2019,563389
6,3.6,1001,3099,1.0,3,2,1993,636,365,2,0,0,502570
5,2.2,1229,2277,2.0,2,2,2001,539,690,1,0,0,465054
6,1.2,1783,6778,1.5,1,9,2016,1147,636,4,0,0,805511
3,2.6,2618,4539,2.0,3,5,1977,2222,396,3,0,0,901709
4,3.6,4886,18995,1.5,1,5,2016,4062,824,4,0,0,1560503
5,2.8,4336,13126,2.0,3,7,1967,3514,822,0,0,0,1333948
3,1.7,1419,2132,1.0,2,6,1976,570,849,0,0,1996,536413
3,2.2,4550,16994,2.0,2,2,2000,3676,874,0,0,0,1304741
1,2.4,2839,7961,1.0,1,1,2009,1916,923,3,0,2000,921797
6,2.7,1255,2706,1.5,4,5,1998,400,855,2,0,0,541652
2,3.3,2369,8097,2.0,4,4,1964,1625,744,3,0,0,848020
2,1.3,4972,18976,1.5,2,3,2017,4033,939,0,0,1991,1452144
5,3.7,1007,2728,2.0,3,2,1964,400,607,0,0,0,412413
2,1.0,1936,4431,1.5,4,2,2000,995,941,3,0,0,700750
4,2.1,3075,10677,2.0,2,4,1997,2965,110,2,0,2021,1025132
2,1.1,3926,12580,2.0,3,2,2021,3052,874,2,0,0,1156802
5,2.2,1058,3937,2.0,3,4,1950,701,357,4,0,0,546883
2,2.6,3602,11639,2.0,4,3,1956,3365,237,1,0,2002,1142077
4,2.5,4122,8692,2.0,2,9,2002,4120,2,0,0,0,1296744
1,1.5,4899,18758,2.0,3,7,1980,4177,722,2,0,0,1483261
5,2.9,4557,8029,1.0,3,3,1967,4154,403,0,0,0,1367906
1,1.1,4215,9145,1.0,1,8,1961,4191,24,1,0,0,1274319
1,3.3,1801,5043,2.0,1,9,1997,959,842,0,0,0,636332
1,3.8,2655,7737,2.0,4,7,1979,2147,508,2,0,0,936856
3,2.0,1192,1833,2.0,1,6,1956,497,695,4,0,0,559496
6,2.6,4850,16739,2.0,2,4,1952,4386,464,3,0,0,1531880
3,2.1,1978,4755,2.0,4,5,2012,1918,60,3,0,2012,709138
6,1.0,756,1902,1.0,4,8,1955,400,356,2,0,0,456830
1,2.2,2930,10323,1.0,1,3,1964,2808,122,2,0,0,886563
5,3.4,941,2303,1.0,3,2,2020,445,496,1,0,0,437553
6,2.8,2381,3852,1.0,2,3,1992,2327,54,0,0,0,809051
4,1.3,3146,6106,1.5,2,7,1967,2984,162,1,0,2007,985328
4,3.5,4320,16803,2.0,2,8,1971,3347,973,3,0,0,1461368
2,2.6,2235,3745,2.0,4,1,2010,1537,698,0,0,0,697542
6,3.5,4235,10110,1.5,2,7,2010,4197,38,1,0,0,1388459
5,2.7,3145,8673,1.0,3,9,2002,2449,696,3,0,0,1149398
3,2.7,518,1415,1.0,3,3,1975,436,82,0,0,0,238004
1,1.3,1624,2452,1.5,1,3,1989,918,706,4,0,0,596237
2,1.5,4485,12346,1.0,2,8,1957,3940,545,4,0,0,1478522
4,3.9,3154,7757,1.0,4,4,1970,3042,112,1,0,0,1011351
3,1.7,2580,10139,1.5,1,8,1992,2156,424,2,0,0,910116
3,3.9,2047,3884,1.0,3,5,1970,1130,917,0,0,0,699390
1,2.6,1361,3246,2.0,2,3,1952,1132,229,1,0,1999,478953
6,1.4,654,1666,1.0,3,4,1980,400,254,2,0,0,375113
4,1.3,3994,9892,1.0,1,4,1976,3078,916,2,0,0,1273817
5,1.6,1404,4443,1.0,3,8,1976,468,936,0,0,2019,580801
3,3.8,1769,3606,1.0,2,6,2006,1483,286,0,0,0,625189
1,2.2,904,1855,2.0,2,7,1982,750,154,2,0,0,446713
5,2.2,1343,4462,2.0,1,9,1993,1179,164,3,0,0,606069
6,1.9,2282,6277,1.5,2,6,1992,1321,961,1,0,2017,767752
4,1.4,2064,5238,2.0,3,3,1980,1883,181,0,0,0,678900
6,2.5,1684,3238,1.0,3,3,2014,1446,238,2,0,0,667514
3,1.4,1246,2453,2.0,4,3,1966,598,648,3,0,0,559747
5,3.5,2225,3396,1.0,4,2,1964,1887,338,4,0,0,852185
5,2.1,3688,6374,1.0,4,1,1983,2751,937,2,0,2020,1149945
5,2.1,770,2226,2.0,3,1,1953,400,370,3,0,0,396980
3,2.4,4456,16619,2.0,3,4,2021,3525,931,4,0,0,1437601
3,2.3,671,1488,2.0,1,3,1977,406,265,3,0,0,350177
6,4.0,773,1792,1.0,4,5,1951,587,186,0,0,0,399488
2,2.6,2806,5019,1.0,3,9,1966,2767,39,2,0,2021,960713
6,1.3,1658,4097,2.0,1,8,2007,837,821,4,0,0,725834
4,2.8,2206,3514,1.0,3,9,1958,1714,492,3,0,0,858691
1,1.5,2271,8616,1.0,1,5,1980,1593,678,4,0,0,792079
5,1.1,921,2931,1.0,4,8,2015,531,390,1,0,0,447016
2,3.9,1709,6796,1.0,4,4,2011,1450,259,2,0,0,662063
1,3.3,1390,5152,1.0,4,5,1968,736,654,0,0,0,541605
2,3.9,3767,10104,1.5,3,3,2004,3052,715,4,0,1992,1246539
6,2.4,1973,5522,1.5,3,5,1977,1798,175,3,1,0,919913
